source,host,sourcetype,eventtype,punct,process,"src_ip",action,"_raw","_time"
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 16:59:53 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210021193
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 16:59:18 45.0.12.112 named[30382]: client 62.0.94.176#2104: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210021158
"tcp:514","45.30.255.1",syslog,,"___::_..._:__:_______,__",SYST,,,"May  5 16:58:58 45.30.255.1 SYST: I2C error: Random byte read failed for device 0x53, offset 3",1210021138
"tcp:514","45.30.255.1",syslog,,"___::_..._:__:_______,__",SYST,,,"May  5 16:58:58 45.30.255.1 SYST: I2C error: Random byte read failed for device 0x53, offset 0",1210021138
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:58:03 45.120.10.1 May 5 16:57:36 HAL.IPv4Adj: : adj 45.26.130.63: IP add error is Table full for new or newly resolved ARP, egress valid",1210021083
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:54:20 45.120.10.1 May 5 16:53:53 HAL.IPv4Adj: : adj 45.23.128.19: IP add error is Table full for new or newly resolved ARP, egress valid",1210020860
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:53:36 45.120.10.1 May 5 16:53:09 HAL.IPv4Adj: : adj 45.26.2.175: IP add error is Table full for new or newly resolved ARP, egress valid",1210020816
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:53:36 45.120.10.1 May 5 16:53:09 HAL.IPv4Adj: : adj 45.26.3.199: IP add error is Table full for new or newly resolved ARP, egress valid",1210020816
"tcp:514",gwrk1,syslog,,"___::__:__:_;;;;;:__:______'...'",nagios,,,"May  5 16:48:21 gwrk1 nagios: SERVICE ALERT: Ped31_Off_showfloor_Network;SNMP_ifoperstatus;WARNING;HARD;1;WARNING: SNMP error: No response from remote host '45.31.255.1'",1210020501
"tcp:514","45.120.10.2",syslog,,"___::_...___::_:_:__-_-_____=>_",EAPS,,,"May  5 16:46:39 45.120.10.2 May 5 16:45:25 EAPS: : EAPSD P31-Ring - State transition from Complete => Failed",1210020399
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 16:44:53 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210020293
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 16:43:52 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1210020232
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:41:23 45.120.10.1 May 5 16:40:56 HAL.IPv4Adj: : adj 45.30.1.10: IP add error is Table full for new or newly resolved ARP, egress valid",1210020083
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:33:15 45.120.10.1 May 5 16:32:48 HAL.IPv4Adj: : adj 45.26.130.10: IP add error is Table full for new or newly resolved ARP, egress valid",1210019595
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 16:29:18 45.0.12.112 named[30381]: client 62.0.94.176#4679: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210019358
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:24:14 45.120.10.1 May 5 16:23:47 HAL.IPv4Adj: : adj 45.23.0.75: IP add error is Table full for new or newly resolved ARP, egress valid",1210019054
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.234: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.231: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.226: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.223: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.220: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.213: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.193: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.183: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.156: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.93: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.37: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.31: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.29: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.23: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.13: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.2.8: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:33 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.1.254: IP add error is Table full for new or newly resolved ARP, egress valid",1210018533
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:32 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.1.252: IP add error is Table full for new or newly resolved ARP, egress valid",1210018532
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:32 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.1.223: IP add error is Table full for new or newly resolved ARP, egress valid",1210018532
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:32 45.120.10.1 May 5 16:15:06 HAL.IPv4Adj: : adj 45.30.1.138: IP add error is Table full for new or newly resolved ARP, egress valid",1210018532
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:32 45.120.10.1 May 5 16:15:05 HAL.IPv4Adj: : adj 45.30.1.63: IP add error is Table full for new or newly resolved ARP, egress valid",1210018532
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:32 45.120.10.1 May 5 16:15:05 HAL.IPv4Adj: : adj 45.30.1.48: IP add error is Table full for new or newly resolved ARP, egress valid",1210018532
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:32 45.120.10.1 May 5 16:15:05 HAL.IPv4Adj: : adj 45.30.1.44: IP add error is Table full for new or newly resolved ARP, egress valid",1210018532
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:15:32 45.120.10.1 May 5 16:15:05 HAL.IPv4Adj: : adj 45.30.1.39: IP add error is Table full for new or newly resolved ARP, egress valid",1210018532
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 16:14:53 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210018493
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 16:14:43 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210018483
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 16:14:43 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1210018483
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 16:14:43 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210018483
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 16:14:43 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1210018483
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:10:48 45.120.10.1 May 5 16:10:21 HAL.IPv4Adj: : adj 45.21.131.212: IP add error is Table full for new or newly resolved ARP, egress valid",1210018248
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:08:47 45.120.10.1 May 5 16:08:20 HAL.IPv4Adj: : adj 45.21.3.84: IP add error is Table full for new or newly resolved ARP, egress valid",1210018127
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:07:29 45.120.10.1 May 5 16:07:03 HAL.IPv4Adj: : adj 45.26.3.51: IP add error is Table full for new or newly resolved ARP, egress valid",1210018049
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:04:24 45.120.10.1 May 5 16:03:57 HAL.IPv4Adj: : adj 45.24.129.169: IP add error is Table full for new or newly resolved ARP, egress valid",1210017864
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:04:24 45.120.10.1 May 5 16:03:57 HAL.IPv4Adj: : adj 45.24.129.153: IP add error is Table full for new or newly resolved ARP, egress valid",1210017864
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:04:24 45.120.10.1 May 5 16:03:57 HAL.IPv4Adj: : adj 45.24.129.130: IP add error is Table full for new or newly resolved ARP, egress valid",1210017864
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:04:24 45.120.10.1 May 5 16:03:57 HAL.IPv4Adj: : adj 45.24.129.77: IP add error is Table full for new or newly resolved ARP, egress valid",1210017864
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:04:24 45.120.10.1 May 5 16:03:57 HAL.IPv4Adj: : adj 45.24.129.76: IP add error is Table full for new or newly resolved ARP, egress valid",1210017864
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:03:25 45.120.10.1 May 5 16:02:59 HAL.IPv4Adj: : adj 45.21.1.38: IP add error is Table full for new or newly resolved ARP, egress valid",1210017805
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:03:24 45.120.10.1 May 5 16:02:57 HAL.IPv4Adj: : adj 45.24.3.156: IP add error is Table full for new or newly resolved ARP, egress valid",1210017804
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 16:02:22 45.120.10.1 May 5 16:01:55 HAL.IPv4Adj: : adj 45.23.129.8: IP add error is Table full for new or newly resolved ARP, egress valid",1210017742
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 15:59:18 45.0.12.112 named[30382]: client 62.0.94.176#4310: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210017558
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 15:55:17 45.120.10.1 May 5 15:54:50 HAL.IPv4Adj: : adj 45.20.2.140: IP add error is Table full for new or newly resolved ARP, egress valid",1210017317
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 15:52:20 45.120.10.1 May 5 15:51:53 HAL.IPv4Adj: : adj 45.26.128.19: IP add error is Table full for new or newly resolved ARP, egress valid",1210017140
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 15:49:45 45.120.10.1 May 5 15:49:18 HAL.IPv4Adj: : adj 45.25.131.67: IP add error is Table full for new or newly resolved ARP, egress valid",1210016985
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 15:47:48 45.120.10.1 May 5 15:47:21 HAL.IPv4Adj: : adj 45.30.1.38: IP add error is Table full for new or newly resolved ARP, egress valid",1210016868
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 15:40:43 45.120.10.1 May 5 15:40:17 HAL.IPv4Adj: : adj 45.27.1.228: IP add error is Table full for new or newly resolved ARP, egress valid",1210016443
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 15:38:08 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210016288
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 15:38:08 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1210016288
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 15:38:08 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210016288
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 15:38:08 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1210016288
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 15:29:17 45.0.12.112 named[30381]: client 62.0.94.176#3370: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210015757
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 15:11:31 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210014691
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 15:11:31 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1210014691
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 15:11:31 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210014691
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 15:11:31 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1210014691
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 15:09:04 45.120.10.1 May 5 15:08:37 HAL.IPv4Adj: : adj 45.26.0.90: IP add error is Table full for new or newly resolved ARP, egress valid",1210014544
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 14:59:17 45.0.12.112 named[30381]: client 62.0.94.176#2855: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210013957
"tcp:514","45.120.10.1",syslog,,"___::_...___::_.:_:__...:____________,__","HAL.IPv4Adj",,,"May  5 14:53:25 45.120.10.1 May 5 14:52:59 HAL.IPv4Adj: : adj 45.24.0.154: IP add error is Table full for new or newly resolved ARP, egress valid",1210013605
"tcp:514","45.30.255.1",syslog,,"___::_..._:__:_______,__",SYST,,,"May  5 14:42:23 45.30.255.1 SYST: I2C error: Random byte read failed for device 0x53, offset 3",1210012943
"tcp:514","45.30.255.1",syslog,,"___::_..._:__:_______,__",SYST,,,"May  5 14:42:23 45.30.255.1 SYST: I2C error: Random byte read failed for device 0x53, offset 0",1210012943
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 14:39:52 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210012792
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:32:10 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210012330
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:31:09 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210012269
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:30:08 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210012208
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 14:29:17 45.0.12.112 named[30382]: client 62.0.94.176#2807: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210012157
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:29:06 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210012146
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:28:05 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210012085
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:27:04 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210012024
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:26:03 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011963
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:25:02 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011902
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 14:24:52 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210011892
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 14:24:52 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1210011892
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:24:01 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011841
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:23:00 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011780
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:21:59 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011719
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:20:58 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011658
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:19:58 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011598
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:18:57 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011537
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:17:56 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011476
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:16:55 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011415
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:15:54 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011354
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:14:52 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011292
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:13:51 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011231
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:12:50 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011170
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:11:49 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011109
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:10:48 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210011048
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:09:47 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210010987
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 14:08:46 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1210010926
"tcp:514",gwrk1,syslog,,"___::__:__:_;;;;;:__:______'...'",nagios,,,"May  5 14:08:45 gwrk1 nagios: SERVICE ALERT: Ped27_Off_showfloor_Network;SNMP_ifoperstatus;WARNING;HARD;1;WARNING: SNMP error: No response from remote host '45.27.255.1'",1210010925
