source,host,sourcetype,eventtype,punct,process,"src_ip",action,"_raw","_time"
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 09:58:40 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1209995920
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 09:57:39 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1209995859
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 09:56:38 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1209995798
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 09:55:37 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1209995737
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 09:55:32 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1209995732
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 09:55:31 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1209995731
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 09:55:03 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1209995703
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 09:55:03 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1209995703
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'__(_)'____()",named,,,"May  5 09:55:03 45.0.12.112 named[30382]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'RRset exists (value dependent)' prerequisite not satisfied (NXRRSET)",1209995703
"tcp:514","45.0.12.112",syslog,,"___::_..._[]:__...#:___'../':__:_'___'____()",named,,,"May  5 09:55:03 45.0.12.112 named[30381]: client 45.0.12.20#32789: updating zone 'enet.interop.net/IN': update failed: 'name not in use' prerequisite not satisfied (YXDOMAIN)",1209995703
"tcp:514",localhost,syslog,,"___::_,,,,-_:_[]_(_)_[:]_,___",medic,,,"May  5 09:54:36 management,engine,reporting,efc,ustat-0 medic: [RS] (operational failure) [sysmon:check] failed, taking corrective action",1209995676
